patient_id,split
P24987,validation
P24988,train
P24989,train
P24990,train
P24991,train
P24992,train
P24993,train
P24994,validation
P24995,train
P24996,train
P24997,train
P24998,test
P24999,train
P25000,train
P25001,train
P25002,train
P25003,train
P25004,validation
P25005,train
P25006,test
P25007,train
P25008,train
P25009,train
P25010,train
P25011,train
P25012,train
P25013,train
P25014,test
P25015,train
P25016,train
P25017,train
P25018,train
P25019,validation
P25020,train
P25021,validation
P25022,train
P25023,train
P25024,train
P25025,train
P25026,train
P25027,train
P25028,test
P25029,train
P25030,test
P25031,train
P25032,train
P25033,train
P25034,train
P25035,train
P25036,train
P25037,validation
P25038,train
P25039,train
P25040,test
P25041,train
P25042,train
P25043,train
P25044,train
P25045,validation
P25046,train
P25047,train
P25048,test
P25049,train
P25050,train
P25051,train
P25052,train
P25053,validation
P25054,train
P25055,train
P25056,train
P25057,train
P25058,train
P25059,train
P25060,train
P25061,train
P25062,train
P25063,train
P25064,train
P25065,train
P25066,train
P25067,test
P25068,train
P25069,train
P25070,train
P25071,test
P25072,train
P25073,train
P25074,train
P25075,train
P25076,test
P25077,train
P25078,train
P25079,validation
P25080,validation
P25081,train
P25082,test
P25083,train
P25084,test
P25085,train
P25086,train
P25087,train
P25088,train
P25089,train
P25090,train
P25091,train
P25092,train
P25093,train
P25094,validation
P25095,test
P25096,train
P25097,train
P25098,train
P25099,train
P25100,train
P25101,train
P25102,train
P25103,train
P25104,validation
P25105,train
P25106,train
P25107,validation
P25108,train
P25109,train
P25110,train
P25111,validation
P25112,train
P25113,train
P25114,train
P25115,train
P25116,train
P25117,train
P25118,train
P25119,train
P25120,validation
P25121,train
P25122,train
P25123,train
P25124,train
P25125,train
P25126,test
P25127,train
P25128,train
P25129,train
P25130,train
P25131,validation
P25132,train
P25133,train
P25134,train
P25135,train
P25136,train
P25137,test
P25138,train
P25139,train
P25140,test
P25141,train
P25142,train
P25143,validation
P25144,train
P25145,validation
P25146,train
P25147,test
P25148,validation
P25149,train
P25150,test
P25151,train
P25152,train
P25153,train
P25154,train
P25155,train
P25156,test
P25157,train
P25158,train
P25159,train
P25160,train
P25161,train
P25162,train
P25163,train
P25164,train
P25165,train
P25166,train
P25167,train
P25168,train
P25169,train
P25170,train
P25171,train
P25172,train
P25173,validation
P25174,train
P25175,train
P25176,train
P25177,test
P25178,train
P25179,train
P25180,train
P25181,train
P25182,train
P25183,train
P25184,train
P25185,train
P25186,test
P25187,train
P25188,train
P25189,validation
P25190,validation
P25191,train
P25192,train
P25193,train
P25194,train
P25195,train
P25196,train
P25197,train
P25198,train
P25199,train
P25200,train
P25201,train
P25202,train
P25203,train
P25204,train
P25205,train
P25206,train
P25207,test
P25208,train
P25209,train
P25210,train
P25211,validation
P25212,train
P25213,train
P25214,train
P25215,train
P25216,train
P25217,train
P25218,train
P25219,validation
P25220,train
P25221,train
P25222,train
P25223,train
P25224,train
P25225,train
P25226,train
P25227,train
P25228,train
P25229,validation
P25230,train
P25231,train
P25232,test
P25233,train
P25234,train
P25235,train
P25236,train
P25237,validation
P25238,train
P25239,train
P25240,train
P25241,train
P25242,train
P25243,train
P25244,train
P25245,train
P25246,train
P25247,validation
P25248,train
P25249,test
P25250,train
P25251,train
P25252,train
P25253,validation
P25254,train
P25255,train
P25256,test
P25257,train
P25258,train
P25259,train
P25260,test
P25261,validation
P25262,train
P25263,train
P25264,validation
P25265,test
P25266,train
P25267,train
P25268,train
P25269,train
P25270,train
P25271,train
P25272,test
P25273,train
P25274,train
P25275,train
P25276,train
P25277,train
P25278,validation
P25279,train
P25280,train
P25281,validation
P25282,train
P25283,train
P25284,train
P25285,validation
P25286,train
P25287,train
P25288,test
P25289,train
P25290,validation
P25291,train
P25292,train
P25293,train
P25294,train
P25295,train
P25296,train
P25297,train
P25298,train
P25299,train
P25300,train
P25301,train
P25302,train
P25303,train
P25304,validation
P25305,test
P25306,train
P25307,train
P25308,train
P25309,train
P25310,train
P25311,train
P25312,train
P25313,test
P25314,train
P25315,train
P25316,train
P25317,train
P25318,train
P25319,validation
P25320,validation
P25321,train
P25322,validation
P25323,train
P25324,train
P25325,train
P25326,test
P25327,train
P25328,train
P25329,train
P25330,train
P25331,train
P25332,train
P25333,train
P25334,train
P25335,train
P25336,train
P25337,train
P25338,train
P25339,train
P25340,validation
P25341,train
P25342,train
P25343,test
P25344,train
P25345,validation
P25346,validation
P25347,train
P25348,train
P25349,train
P25350,test
P25351,validation
P25352,train
P25353,train
P25354,train
P25355,train
P25356,train
P25357,validation
P25358,train
P25359,train
P25360,train
P25361,train
P25362,train
P25363,validation
P25364,train
P25365,validation
P25366,train
P25367,train
P25368,train
P25369,validation
P25370,validation
P25371,train
P25372,train
P25373,train
P25374,train
P25375,test
P25376,train
P25377,test
P25378,train
P25379,train
P25380,train
P25381,train
P25382,validation
P25383,train
P25384,train
P25385,train
P25386,train
P25387,train
P25388,train
P25389,train
P25390,train
P25391,train
P25392,train
P25393,train
P25394,train
P25395,train
P25396,train
P25397,train
P25398,train
P25399,train
P25400,validation
P25401,train
P25402,train
P25403,validation
P25404,train
P25405,train
P25406,train
P25407,train
P25408,train
P25409,train
P25410,train
P25411,train
P25412,train
P25413,test
P25414,train
P25415,train
P25416,train
P25417,train
P25418,train
P25419,train
P25420,train
P25421,validation
P25422,train
P25423,train
P25424,train
P25425,train
P25426,train
P25427,train
P25428,train
P25429,train
P25430,train
P25431,train
P25432,train
P25433,validation
P25434,train
P25435,train
P25436,test
P25437,test
P25438,train
P25439,train
P25440,validation
P25441,train
P25442,train
P25443,train
P25444,validation
P25445,validation
P25446,train
P25447,validation
P25448,train
P25449,train
P25450,train
P25451,train
P25452,validation
P25453,train
P25454,validation
P25455,validation
P25456,train
P25457,train
P25458,train
P25459,test
P25460,train
P25461,train
P25462,train
P25463,train
P25464,train
P25465,train
P25466,validation
P25467,train
P25468,train
P25469,train
P25470,train
P25471,train
P25472,validation
P25473,train
P25474,test
P25475,train
P25476,train
P25477,train
P25478,train
P25479,train
P25480,train
P25481,train
P25482,validation
P25483,train
P25484,validation
P25485,train
P25486,train
P25487,train
P25488,train
P25489,train
P25490,validation
P25491,train
P25492,train
P25493,train
P25494,train
P25495,validation
P25496,test
P25497,train
P25498,train
P25499,train
P25500,train
P25501,train
P25502,train
P25503,test
P25504,train
P25505,validation
P25506,train
P25507,train
P25508,train
P25509,train
P25510,train
P25511,train
P25512,train
P25513,train
P25514,validation
P25515,train
P25516,validation
P25517,train
P25518,train
P25519,train
P25520,validation
P25521,train
P25522,train
P25523,train
P25524,train
P25525,train
P25526,train
P25527,train
P25528,train
P25529,train
P25530,train
P25531,train
P25532,validation
P25533,train
P25534,train
P25535,train
P25536,train
P25537,train
P25538,train
P25539,train
P25540,validation
P25541,train
P25542,train
P25543,train
P25544,train
P25545,train
P25546,validation
P25547,train
P25548,test
P25549,train
P25550,validation
P25551,train
P25552,train
P25553,train
P25554,train
P25555,train
P25556,train
P25557,train
P25558,train
P25559,train
P25560,train
P25561,train
P25562,train
P25563,train
P25564,train
P25565,validation
P25566,test
P25567,train
P25568,train
P25569,validation
P25570,validation
P25571,train
P25572,train
P25573,train
P25574,train
P25575,train
P25576,train
P25577,validation
P25578,validation
P25579,train
P25580,train
P25581,train
P25582,train
P25583,train
P25584,test
P25585,train
P25586,train
P25587,train
P25588,test
P25589,test
P25590,train
P25591,train
P25592,validation
P25593,train
P25594,train
P25595,train
P25596,train
P25597,test
P25598,train
P25599,train
P25600,train
P25601,train
P25602,train
P25603,train
P25604,train
P25605,train
P25606,train
P25607,train
P25608,train
P25609,train
P25610,train
P25611,train
P25612,train
P25613,train
P25614,test
P25615,train
P25616,train
P25617,train
P25618,train
P25619,train
P25620,train
P25621,train
P25622,train
P25623,test
P25624,train
P25625,train
P25626,train
P25627,train
P25628,train
P25629,train
P25630,train
P25631,test
P25632,train
P25633,train
P25634,train
P25635,train
P25636,train
P25637,train
P25638,train
P25639,validation
P25640,train
P25641,train
P25642,train
P25643,test
P25644,train
P25645,validation
P25646,train
P25647,train
P25648,train
P25649,train
P25650,train
P25651,train
P25652,train
P25653,train
P25654,train
P25655,train
P25656,train
P25657,train
P25658,train
P25659,validation
P25660,test
P25661,test
P25662,train
P25663,train
P25664,train
P25665,train
P25666,train
P25667,train
P25668,train
P25669,train
P25670,train
P25671,train
P25672,train
P25673,train
P25674,train
P25675,validation
P25676,train
P25677,train
P25678,train
P25679,validation
P25680,test
P25681,train
P25682,validation
P25683,train
P25684,train
P25685,train
P25686,train
P25687,train
P25688,train
P25689,test
P25690,train
P25691,train
P25692,train
P25693,test
P25694,test
P25695,train
P25696,train
P25697,train
P25698,validation
P25699,train
P25700,train
P25701,train
P25702,validation
P25703,train
P25704,train
P25705,train
P25706,validation
P25707,train
P25708,train
P25709,train
P25710,train
P25711,train
P25712,train
P25713,test
P25714,train
P25715,train
P25716,train
P25717,train
P25718,test
P25719,train
P25720,train
P25721,train
P25722,test
P25723,validation
P25724,train
P25725,train
P25726,train
P25727,train
P25728,train
P25729,train
P25730,train
P25731,train
P25732,validation
P25733,test
P25734,validation
P25735,train
P25736,train
P25737,validation
P25738,train
P25739,train
P25740,train
P25741,train
P25742,train
P25743,train
P25744,train
P25745,train
P25746,train
P25747,train
P25748,train
P25749,train
P25750,train
P25751,train
P25752,train
P25753,train
P25754,train
P25755,train
P25756,train
P25757,train
P25758,train
P25759,train
P25760,validation
P25761,test
P25762,train
P25763,train
P25764,validation
P25765,train
P25766,validation
P25767,test
P25768,train
P25769,train
P25770,train
P25771,train
P25772,train
P25773,train
P25774,train
P25775,train
P25776,train
P25777,train
P25778,train
P25779,train
P25780,train
P25781,train
P25782,validation
P25783,train
P25784,train
P25785,train
P25786,train
P25787,validation
P25788,train
P25789,train
P25790,test
P25791,validation
P25792,train
P25793,train
P25794,train
P25795,train
P25796,train
P25797,train
P25798,train
P25799,train
P25800,train
P25801,train
P25802,train
P25803,train
P25804,test
P25805,validation
P25806,train
P25807,train
P25808,test
P25809,train
P25810,train
P25811,train
P25812,train
P25813,validation
P25814,train
P25815,train
P25816,train
P25817,validation
P25818,train
P25819,train
P25820,validation
P25821,train
P25822,train
P25823,train
P25824,train
P25825,train
P25826,train
P25827,train
P25828,train
P25829,test
P25830,train
P25831,train
P25832,train
P25833,validation
P25834,test
P25835,validation
P25836,train
P25837,train
P25838,test
P25839,test
P25840,train
P25841,train
P25842,train
P25843,train
P25844,train
P25845,train
P25846,train
P25847,test
P25848,validation
P25849,validation
P25850,train
P25851,train
P25852,validation
P25853,train
P25854,train
P25855,train
P25856,test
P25857,validation
P25858,train
P25859,train
P25860,train
P25861,train
P25862,train
P25863,train
P25864,train
P25865,train
P25866,train
P25867,validation
P25868,train
P25869,train
P25870,validation
P25871,train
P25872,train
P25873,train
P25874,train
P25875,train
P25876,train
P25877,train
P25878,train
P25879,train
P25880,train
P25881,train
P25882,train
P25883,train
P25884,validation
P25885,train
P25886,train
P25887,train
P25888,train
P25889,train
P25890,train
P25891,test
P25892,test
P25893,test
P25894,train
P25895,test
P25896,train
P25897,train
P25898,train
P25899,train
P25900,validation
P25901,train
P25902,train
P25903,train
P25904,train
P25905,train
P25906,train
P25907,train
P25908,train
P25909,train
P25910,train
P25911,train
P25912,train
P25913,train
P25914,train
P25915,train
P25916,test
P25917,train
P25918,train
P25919,train
P25920,train
P25921,train
P25922,train
P25923,train
P25924,validation
P25925,train
P25926,train
P25927,train
P25928,train
P25929,train
P25930,train
P25931,train
P25932,test
P25933,train
P25934,train
P25935,train
P25936,train
P25937,train
P25938,train
P25939,train
P25940,train
P25941,validation
P25942,train
P25943,train
P25944,train
P25945,train
P25946,train
P25947,train
P25948,train
P25949,validation
P25950,validation
P25951,train
P25952,train
P25953,train
P25954,train
P25955,train
P25956,train
P25957,train
P25958,train
P25959,train
P25960,train
P25961,validation
P25962,train
P25963,test
P25964,train
P25965,test
P25966,train
P25967,test
P25968,train
P25969,train
P25970,validation
P25971,train
P25972,train
P25973,train
P25974,validation
P25975,train
P25976,train
P25977,validation
P25978,train
P25979,train
P25980,train
P25981,validation
P25982,train
P25983,train
P25984,train
P25985,train
P25986,train
P25987,train
P25988,train
P25989,train
P25990,train
P25991,train
P25992,train
P25993,train
P25994,train
P25995,train
P25996,train
P25997,train
P25998,train
P25999,train
P26000,train
P26001,train
P26002,validation
P26003,train
P26004,train
P26005,train
P26006,test
P26007,train
P26008,train
P26009,train
P26010,train
P26011,train
P26012,train
P26013,train
P26014,train
P26015,validation
P26016,validation
P26017,train
P26018,train
P26019,validation
P26020,train
P26021,validation
P26022,train
P26023,train
P26024,train
P26025,train
P26026,validation
P26027,train
P26028,train
P26029,validation
P26030,train
P26031,train
P26032,train
P26033,train
P26034,train
P26035,train
P26036,train
P26037,train
